,Price,Bed,Bath,Toilet,Built or Serviced,Property Type,Area,Purchase Type,Parking Space,Security,Electricity,Furnished,Security Doors,CCTV,BQ,Gym,Pool
19690,75000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19691,55000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19693,70000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19694,40000000.0,4.0,4.0,0.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19697,53000000.0,0.0,0.0,0.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19698,55000000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19699,70000000.0,3.0,3.0,4.0,Serviced,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19700,50000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19702,90000000.0,5.0,5.0,6.0,Furnished,Semi detached duplex,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
19703,100990000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19704,120000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,1,0,0,0,0,0,0,0,1
19705,50000000.0,3.0,3.0,4.0,Furnished,Semi detached duplex,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
19706,45000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19708,50000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19710,75000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19711,35000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19714,120000000.0,5.0,4.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19715,65000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19716,60000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki,sale,1,0,0,0,0,0,0,0,0
19717,53000000.0,4.0,4.0,5.0,Serviced,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19722,65000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,1,1,0,0,1,0,0,0
19724,55000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19725,75000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19726,95000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,1,0,0,0,0,0,0,0,0
19727,100000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,1,0,0,0,0,0,0,0,0
19729,75000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19730,75000000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Lekki,sale,0,0,0,1,0,0,0,0,0
19731,95000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19732,4500000.0,6.0,6.0,6.0,Furnished,Flat / apartment,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
19733,95000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19734,45000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19735,23000000.0,1.0,2.0,2.0,Serviced,Mini flat,Lekki,sale,0,0,0,0,0,0,0,0,0
19736,70000000.0,5.0,6.0,6.0,Newly Built,Terraced duplex,Lekki,sale,1,0,0,0,0,0,0,0,0
19737,80000000.0,5.0,4.0,5.0,Serviced,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19738,30000000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Lekki,sale,0,0,0,0,0,0,0,0,0
19739,75000000.0,4.0,5.0,5.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19740,120000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19741,75000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19742,45000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19743,60000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,1,0,0,0,0,0,0,0
19744,50000000.0,2.0,2.0,2.0,Newly Built,Detached duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19745,110000000.0,7.0,7.0,7.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19746,95000000.0,6.0,6.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19747,70000000.0,6.0,6.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19749,80000000.0,4.0,4.0,5.0,Furnished,Detached bungalow,Lekki,sale,0,0,0,1,0,1,0,0,1
19750,95000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,1,0,0,0,1,0,0,1
19751,50000000.0,4.0,5.0,6.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19752,130000000.0,6.0,6.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,1
19753,42000000.0,4.0,4.0,4.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19754,60000000.0,5.0,5.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,1,0,0,0
19755,120000000.0,6.0,6.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,1
19756,60000000.0,5.0,5.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19757,80000000.0,6.0,6.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19758,65000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19759,80000000.0,6.0,6.0,6.0,Newly Built,Detached duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19761,120000000.0,6.0,6.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,1,0,0,0,0,1,1
19762,95000000.0,6.0,6.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,1,0,0,0,0,0,0,0
19763,55000000.0,5.0,5.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19764,65000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19765,45000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19766,130000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19767,65000000.0,3.0,4.0,4.0,Newly Built,Blocks of flats,Lekki,sale,0,0,0,0,0,0,0,0,0
19769,60000000.0,4.0,6.0,6.0,Newly Built,Semi detached duplex,Lekki,sale,0,1,0,0,0,1,0,0,0
19770,49000000.0,5.0,4.0,6.0,Furnished,Semi detached duplex,Lekki,sale,0,1,0,1,0,0,0,0,0
19771,120000000.0,5.0,5.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,1,0
19772,53000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19773,51000000.0,4.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,1,0,0,0,0,0,0,0
19774,18000000.0,1.0,1.0,1.0,Furnished,Mini flat,Lekki,sale,0,0,0,1,0,0,0,0,0
19775,49999999.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,1
19776,50000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19777,35000000.0,3.0,3.0,4.0,Furnished,Terraced duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19778,34000000.0,4.0,4.0,4.0,Serviced,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19779,35000000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Lekki phase 1,sale,0,1,0,1,0,0,0,0,1
19780,65000000.0,5.0,5.0,5.0,Furnished,Semi detached duplex,Lekki,sale,1,1,0,1,0,1,0,0,0
19781,34000000.0,4.0,4.0,4.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19782,60000000.0,2.0,2.0,2.0,Furnished,Mini flat,Lekki,sale,0,0,0,1,0,0,0,0,0
19784,120000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19785,45000000.0,2.0,2.0,2.0,Newly Built,Mini flat,Lekki,sale,0,0,0,0,0,0,0,0,0
19787,69000000.0,4.0,3.0,4.0,Serviced,Semi detached duplex,Lekki,sale,1,0,0,0,0,0,0,0,1
19788,130000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19789,55000000.0,4.0,4.0,4.0,Serviced,Detached duplex,Lekki,sale,1,0,0,0,0,0,0,0,0
19792,55000000.0,4.0,3.0,4.0,Serviced,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19795,130000000.0,5.0,6.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,1,0,1,0,0,0,0,1
19796,37000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Lekki,sale,0,0,0,0,0,0,0,0,0
19797,57000000.0,5.0,4.0,4.0,Newly Built,Flat / apartment,Lekki,sale,1,1,0,0,1,1,0,0,0
19798,30000000.0,4.0,2.0,2.0,Newly Built,Terraced duplex,Lekki,sale,0,1,0,0,0,0,0,0,0
19804,90000000.0,4.0,0.0,0.0,Newly Built,Semi detached duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19806,50000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19807,85000000.0,7.0,7.0,7.0,Newly Built,Blocks of flats,Lekki,sale,1,0,0,0,0,0,0,0,0
19808,70000000.0,5.0,5.0,6.0,Serviced,Semi detached duplex,Lekki,sale,1,0,0,0,0,0,0,0,0
19809,56000000.0,4.0,5.0,6.0,Serviced,Semi detached duplex,Lekki,sale,1,1,0,0,0,1,0,0,0
19810,120000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19811,50000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Lekki phase 1,sale,1,1,0,0,0,0,0,0,0
19812,50000000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19813,55000000.0,5.0,5.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19815,50000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19816,50000000.0,3.0,3.0,1.0,Newly Built,Flat / apartment,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19818,68000000.0,4.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19819,33000000.0,3.0,4.0,5.0,Serviced,Terraced duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19820,60000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19822,55000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Lekki,sale,1,1,0,1,1,1,0,0,0
19823,62000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19824,50000000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19825,60000000.0,4.0,4.0,4.0,Newly Built,Flat / apartment,Lekki,sale,0,1,0,0,0,1,0,0,0
19827,155000000.0,6.0,6.0,7.0,Serviced,Terraced duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,1
19828,55000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19829,55000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19831,160000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19832,85000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Lekki phase 1,sale,0,0,0,0,0,0,0,1,1
19833,50000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19834,104000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,1,0
19835,75000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19836,115000000.0,5.0,5.0,6.0,Serviced,Terraced duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,1,1
19837,22000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Lekki,sale,0,0,0,0,0,0,0,0,0
19838,55000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Lekki,sale,0,1,0,0,0,0,0,0,0
19839,15000000.0,3.0,3.0,3.0,Furnished,Massionette house,Lekki phase 1,sale,0,1,0,1,0,0,0,0,0
19840,23670000.0,3.0,4.0,4.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19842,40000000.0,4.0,4.0,4.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19843,33000000.0,3.0,4.0,4.0,Furnished,Terraced duplex,Lekki,sale,0,0,0,1,0,1,0,0,0
19844,45000000.0,4.0,6.0,6.0,Furnished,Detached duplex,Lekki,sale,0,1,0,1,0,1,0,0,0
19845,85000000.0,4.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19846,33000000.0,3.0,3.0,4.0,Serviced,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19850,62000000.0,5.0,6.0,6.0,Furnished,Detached duplex,Lekki,sale,1,1,0,1,1,1,0,0,0
19851,95000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19852,160000000.0,3.0,3.0,3.0,Newly Built,Blocks of flats,Lekki,sale,0,0,0,0,0,0,0,0,0
19854,135000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki phase 1,sale,1,1,0,0,1,1,0,0,0
19855,40000000.0,4.0,4.0,4.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19856,75000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Lekki,sale,0,0,1,1,0,0,0,0,0
19857,150000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
19876,95000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19885,92000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,1,0,0,0,0,0,0,0
19895,95000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19902,70000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19904,90000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Lekki,sale,0,0,1,0,0,0,0,1,1
19905,60000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19910,120000000.0,6.0,6.0,7.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19911,75000000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19923,150000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki phase 1,sale,0,0,0,0,0,1,0,0,0
19927,40000000.0,2.0,2.0,3.0,Serviced,Massionette house,Lekki,sale,0,0,1,0,0,0,0,1,1
19928,79000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19929,95000000.0,5.0,0.0,0.0,Newly Built,Semi detached duplex,Lekki,sale,1,1,0,0,1,1,0,0,0
19930,35000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Lekki,sale,0,0,0,0,0,0,0,0,0
19932,70000000.0,4.0,4.0,4.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19936,55000000.0,5.0,4.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19938,53000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19939,39000000.0,4.0,4.0,4.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19940,70000000.0,4.0,5.0,5.0,Serviced,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,1,1
19941,90000000.0,4.0,5.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,1,0,0,0,0,0,0
19942,55000000.0,4.0,4.0,4.0,Serviced,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19943,29000000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Lekki,sale,0,1,1,0,0,1,0,0,0
19944,38000000.0,4.0,4.0,4.0,Furnished,Terraced duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19945,35000000.0,3.0,3.0,4.0,Furnished,Terraced duplex,Lekki,sale,0,1,0,1,0,0,0,0,0
19946,70000000.0,5.0,5.0,5.0,Serviced,Terraced duplex,Lekki,sale,1,1,0,0,1,0,0,0,0
19947,100000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,1,0,0,0
19948,35000000.0,3.0,3.0,3.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19949,25000000.0,2.0,2.0,2.0,Serviced,Blocks of flats,Lekki,sale,1,0,0,0,0,0,0,0,0
19950,38000000.0,2.0,2.0,2.0,Serviced,Flat / apartment,Lekki,sale,0,0,0,0,0,0,0,0,0
19954,38000000.0,4.0,4.0,4.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19955,35000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Lekki,sale,0,0,0,0,0,0,0,0,0
19956,20000000.0,2.0,2.0,2.0,Serviced,Flat / apartment,Lekki,sale,0,1,1,0,0,1,0,0,0
19957,104000000.0,4.0,5.0,5.0,Furnished,Massionette house,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
19958,22000000.0,2.0,2.0,2.0,Newly Built,Flat / apartment,Lekki,sale,0,0,0,0,0,0,0,0,0
19962,135000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19971,6500000.0,4.0,4.0,4.0,Serviced,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19975,150000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,1
19976,115000000.0,5.0,5.0,5.0,Serviced,Mini flat,Lekki,sale,0,0,0,0,0,0,0,0,0
19982,80000000.0,5.0,5.0,5.0,Serviced,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19983,48000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,1,0,1,0,1,0,0,0
19988,48000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
19991,55000000.0,4.0,4.0,4.0,Serviced,Detached duplex,Lekki,sale,1,1,1,0,0,0,0,0,0
19992,55000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Lekki,sale,0,1,0,0,0,1,0,0,1
19994,63000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19995,120000000.0,5.0,6.0,6.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19996,54000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19997,65000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19998,60000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
19999,85000000.0,5.0,5.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,1,0,0,0
20001,50000000.0,3.0,4.0,4.0,Furnished,Flat / apartment,Lekki,sale,0,0,0,1,0,0,0,0,0
20002,42000000.0,3.0,4.0,4.0,Furnished,Blocks of flats,Lekki,sale,0,0,0,1,0,0,0,0,0
20003,60000000.0,4.0,5.0,5.0,Furnished,Terraced duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20004,70000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
20005,95000000.0,5.0,6.0,6.0,Newly Built,Detached duplex,Lekki,sale,1,1,0,0,0,1,0,1,0
20006,56000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20007,40000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20008,48000000.0,4.0,5.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,1,1,0,0,1,0,0,0,0
20009,140000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20010,48000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20011,55000000.0,5.0,4.0,5.0,Newly Built,Detached duplex,Lekki,sale,1,1,0,0,1,1,0,0,0
20015,48000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
20018,80000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Lekki,sale,0,1,0,0,1,0,0,0,0
20019,38000000.0,4.0,5.0,5.0,Newly Built,Terraced duplex,Lekki,sale,1,1,0,0,1,1,0,0,0
20020,40000000.0,4.0,5.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,1,0,0,0,0,0,0
20022,60000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
20023,40000000.0,3.0,4.0,4.0,Furnished,Terraced duplex,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
20024,37000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20025,80000000.0,4.0,5.0,5.0,Furnished,Terraced duplex,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
20027,70000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Lekki,sale,1,1,0,1,1,0,0,0,0
20029,35000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20030,95000000.0,4.0,5.0,5.0,Furnished,Terraced duplex,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
20031,50000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20033,80000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Lekki,sale,1,1,0,1,0,0,0,0,0
20034,78000000.0,5.0,5.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20035,36000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20037,80000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Lekki,sale,0,0,0,1,0,0,0,0,1
20038,95000000.0,3.0,4.0,4.0,Furnished,Terraced duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20039,140000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20040,55000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Lekki,sale,1,1,0,1,1,1,0,0,0
20043,50000000.0,5.0,6.0,6.0,Furnished,Semi detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20045,48000000.0,4.0,5.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,1,1,0,0,1,1,0,0,0
20046,90000000.0,4.0,5.0,5.0,Furnished,Terraced duplex,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
20047,80000000.0,5.0,6.0,6.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,0,0
20048,65000000.0,4.0,5.0,5.0,Furnished,Terraced duplex,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
20049,100000000.0,5.0,6.0,6.0,Furnished,Terraced duplex,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
20050,90000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Lekki,sale,0,1,0,1,1,1,0,0,0
20051,55000000.0,5.0,5.0,6.0,Newly Built,Terraced duplex,Lekki,sale,1,0,0,0,0,0,0,0,0
20057,38000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Lekki,sale,0,1,0,0,0,0,0,0,0
20061,35000000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Lekki,sale,0,0,0,0,0,0,0,0,0
20077,30000000.0,1.0,1.0,2.0,Furnished,Mini flat,Lekki phase 1,sale,0,0,0,1,0,0,0,0,0
20087,195000.0,5.0,4.0,4.0,Furnished,Detached duplex,Lekki,sale,1,0,0,1,0,1,0,0,1
20088,60000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Lekki,sale,0,0,0,1,0,0,0,1,1
20090,65000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Lekki phase 1,sale,0,0,0,0,0,0,0,0,1
20094,27000000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Lekki,sale,0,1,0,0,0,0,0,0,0
20096,45000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Lekki,sale,0,0,0,0,0,1,0,1,0
20100,155000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
20101,75000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
20102,25000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Lekki,sale,0,0,0,1,0,0,0,0,0
20106,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
20108,55000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
