,Price,Bed,Bath,Toilet,Built or Serviced,Property Type,Area,Purchase Type,Parking Space,Security,Electricity,Furnished,Security Doors,CCTV,BQ,Gym,Pool
7386,110000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,1,0,0,0,0,0,1,0
7389,159000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7390,1100000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,1,0,0,1
7393,350000000.0,4.0,6.0,6.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7396,200000000.0,4.0,4.0,5.0,Newly Built,Massionette house,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7400,450000000.0,4.0,4.0,5.0,Newly Built,Penthouse flat,Ikoyi,sale,0,1,0,0,0,0,0,0,0
7401,230000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7402,90000000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Ikoyi,sale,1,0,1,0,0,0,0,1,1
7404,600000000.0,5.0,6.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7406,180000000.0,3.0,4.0,4.0,Newly Built,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7408,130000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7411,650000000.0,5.0,6.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7412,220000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7414,145000000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7415,110000000.0,4.0,5.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7418,320000000.0,5.0,6.0,7.0,Newly Built,Detached duplex,Lekki phase 1,sale,0,1,0,0,1,1,0,0,1
7419,520000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,1,0,0,1
7422,270000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7423,450000000.0,5.0,5.0,6.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7424,180000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7425,110000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7426,270000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,1
7428,300000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,1,1,0,0,0,1,0,1,1
7429,450000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7430,450000000.0,4.0,4.0,5.0,Newly Built,Penthouse flat,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7432,300000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7433,800000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7435,340000000.0,5.0,6.0,6.0,Serviced,Semi detached duplex,Ikoyi,sale,1,1,0,0,0,0,0,0,1
7436,180000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7438,230000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7440,112000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,0
7441,200000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,0
7442,150000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7443,260000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7444,520000000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7445,230000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,1
7446,340000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7448,450000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7449,170000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,1,0,0,0,0,0,0,0,0
7451,175000000.0,4.0,5.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7453,260000000.0,5.0,5.0,6.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,0
7455,300000000.0,5.0,5.0,6.0,Newly Built,Terraced duplex,Ikoyi,sale,1,0,0,1,0,0,0,0,0
7456,1500000.0,4.0,4.0,5.0,Newly Built,Massionette house,Ikoyi,sale,1,0,0,0,0,0,0,1,1
7457,130000000.0,3.0,3.0,4.0,Furnished,Blocks of flats,Ikoyi,sale,0,1,0,1,0,0,0,1,1
7458,170000000.0,4.0,5.0,5.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7459,400000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,1,0,0,0,1,0,0,0
7460,230000000.0,5.0,5.0,6.0,Newly Built,Terraced duplex,Ikoyi,sale,0,1,0,0,0,1,0,1,1
7461,480000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7462,170000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7463,160000000.0,3.0,3.0,4.0,Furnished,Blocks of flats,Ikoyi,sale,0,1,0,1,0,0,0,1,1
7465,130000000.0,3.0,3.0,4.0,Furnished,Blocks of flats,Ikoyi,sale,0,1,0,1,0,0,0,1,1
7466,500000000.0,5.0,5.0,6.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7467,125000000.0,3.0,3.0,4.0,Furnished,Blocks of flats,Ikoyi,sale,0,1,0,1,0,0,0,1,1
7468,180000000.0,3.0,3.0,4.0,Furnished,Blocks of flats,Ikoyi,sale,0,1,0,1,0,0,0,1,1
7469,180000000.0,3.0,3.0,4.0,Furnished,Blocks of flats,Ikoyi,sale,0,1,0,1,0,0,0,1,1
7471,400000000.0,4.0,4.0,5.0,Furnished,Self contain,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7475,160000000.0,3.0,3.0,4.0,Furnished,Detached duplex,Ikoyi,sale,0,1,0,1,0,0,0,1,1
7476,200000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Ikoyi,sale,0,1,0,1,0,0,0,0,1
7477,125000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7478,70000000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7480,250000000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,1,0,0,0
7482,165000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,1,0,0,0
7489,100000000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7490,120000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7491,400000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7493,300000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,1,0,0,1,0,1,1
7495,500000000.0,4.0,9.0,9.0,Furnished,Detached duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7497,180000000.0,5.0,7.0,7.0,Furnished,Semi detached duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7498,250000000.0,5.0,5.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7499,250000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,1,0,0,1,1,0,1,1
7500,152000000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Ikoyi,sale,0,1,1,0,0,1,0,1,1
7502,450000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,1,0,0,1
7503,140000000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Ikoyi,sale,0,1,0,1,0,1,0,1,1
7504,290000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,1,1,0,0,1,0,1,1
7505,220000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7508,700000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,1,1,1,0,0,1,0,1,1
7509,45000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,sale,0,0,0,0,0,0,0,0,0
7510,480000000.0,5.0,5.0,6.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7511,320000000.0,5.0,5.0,6.0,Serviced,Detached duplex,Ikoyi,sale,1,0,0,0,0,0,0,1,1
7514,400000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7516,96000000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7517,270000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7519,200000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,1,0,0,0
7520,400000000.0,5.0,5.0,6.0,Serviced,Semi detached duplex,Ikoyi,sale,1,1,0,0,0,1,0,0,1
7521,250000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7522,250000000.0,5.0,5.0,6.0,Newly Built,Terraced duplex,Ikoyi,sale,0,1,0,0,1,1,0,0,0
7523,130000000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Ikoyi,sale,0,0,1,0,0,1,0,0,1
7524,95000000.0,3.0,3.0,4.0,Furnished,Blocks of flats,Ikoyi,sale,0,0,0,1,0,0,0,0,1
7525,200000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Ikoyi,sale,1,1,0,1,0,1,0,0,0
7526,270000000.0,3.0,3.0,4.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7527,260000000.0,5.0,5.0,6.0,Serviced,Terraced duplex,Ikoyi,sale,0,1,1,0,0,0,0,1,1
7528,260000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,1,1,0,0,0,0,1,1
7530,200000000.0,4.0,5.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,1,0,0,0,1,0,0,1
7531,1500000.0,4.0,4.0,4.0,Newly Built,Blocks of flats,Ikoyi,sale,1,1,0,0,0,0,0,1,1
7533,480000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,1,1,0,0,0,0,0,0,1
7534,250000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,1,0,0,0
7535,140000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7537,250000000.0,4.0,4.0,5.0,Serviced,Terraced bungalow,Ikoyi,sale,0,0,0,0,0,1,0,1,1
7543,292000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7545,500000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7546,270000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7547,450000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,1,1,0,0,0,0,0,0,1
7548,400000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,1,0,0,0,1,0,1,1
7549,250000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,1,0,0,1,0,1,1
7552,270000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,1,0,1,1
7553,260000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Ikoyi,sale,0,1,0,1,0,1,0,0,1
7554,145000000.0,2.0,3.0,3.0,Newly Built,Blocks of flats,Ikoyi,sale,0,1,0,0,0,1,0,1,1
7555,180000000.0,5.0,5.0,6.0,Serviced,Semi detached duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,1
7556,250000000.0,5.0,4.0,4.0,Newly Built,Detached duplex,Ikoyi,sale,0,1,0,0,0,0,0,0,0
7557,1950000.0,4.0,5.0,5.0,Furnished,Penthouse flat,Ikoyi,sale,1,0,0,1,0,0,0,1,1
7559,450000000.0,5.0,6.0,6.0,Serviced,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7561,230000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Ikoyi,sale,0,1,1,1,0,1,0,0,1
7562,518650000.0,3.0,4.0,4.0,Newly Built,Blocks of flats,Ikoyi,sale,0,1,0,0,0,0,0,1,1
7564,600000000.0,5.0,6.0,6.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7565,140000000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7566,500000000.0,5.0,5.0,5.0,Furnished,Semi detached bungalow,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7569,552000000.0,4.0,4.0,4.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7571,165000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ikoyi,sale,0,1,0,1,0,1,0,1,1
7572,280000000.0,3.0,5.0,5.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,1,0,0,0
7573,390000000.0,3.0,4.0,4.0,Serviced,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7575,230000000.0,3.0,3.0,3.0,Furnished,Terraced duplex,Ikoyi,sale,1,0,0,1,0,0,0,1,1
7577,250000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ikoyi,sale,0,0,0,1,0,0,0,1,0
7578,600000000.0,7.0,7.0,8.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7582,220000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7587,280000000.0,3.0,3.0,4.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,1,0,0,0
7588,140000000.0,3.0,3.0,4.0,Serviced,Penthouse flat,Ikoyi,sale,1,1,0,0,0,0,0,0,1
7591,500000000.0,0.0,0.0,0.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7592,190000000.0,4.0,4.0,4.0,Serviced,Terraced duplex,Ikoyi,sale,0,1,0,0,0,1,0,1,0
7593,450000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,1
7594,250000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Ikoyi,sale,0,1,0,0,0,0,0,0,1
7595,550000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7598,250000000.0,4.0,4.0,5.0,Serviced,Penthouse flat,Ikoyi,sale,1,0,0,0,0,0,0,1,1
7599,220000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,0
7600,350000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,1,1,0,0,1,0,0,1
7601,200000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Ikoyi,sale,0,1,0,1,0,0,0,0,0
7602,110000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7603,240000000.0,4.0,3.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7604,150000000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7605,300000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7606,240000000.0,4.0,4.0,4.0,Newly Built,Semi detached duplex,Ikoyi,sale,1,1,0,0,1,1,0,0,0
7607,310000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7609,230000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7610,140000000.0,3.0,3.0,3.0,Serviced,Blocks of flats,Ikoyi,sale,1,1,0,0,0,0,0,0,0
7611,130000000.0,3.0,4.0,4.0,Serviced,Blocks of flats,Ikoyi,sale,0,1,1,0,0,0,0,1,1
7612,270000000.0,3.0,3.0,4.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7613,600000000.0,7.0,7.0,8.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7615,1008750.0,4.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7617,700000000.0,5.0,5.0,6.0,Furnished,Semi detached duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,1
7619,350000000.0,4.0,4.0,5.0,Serviced,Massionette house,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7620,850000000.0,8.0,8.0,9.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7621,520000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7622,150000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7624,430000000.0,4.0,4.0,5.0,Serviced,Penthouse flat,Ikoyi,sale,0,0,0,0,0,0,0,1,0
7625,460000000.0,5.0,5.0,5.0,Newly Built,Massionette house,Ikoyi,sale,0,0,0,0,0,1,0,0,1
7628,130000000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7629,850000000.0,6.0,6.0,7.0,Newly Built,Detached duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,1
7630,240000000.0,5.0,5.0,6.0,Serviced,Terraced duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,1
7632,150000000.0,5.0,5.0,6.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7633,220000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7635,220000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,0
7637,450000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7639,125000000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7640,350000000.0,6.0,6.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,0
7641,120000000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7642,350000000.0,5.0,6.0,6.0,Furnished,Detached duplex,Ikoyi,sale,0,0,0,1,0,1,0,0,1
7643,145000000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7646,260000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7647,180000000.0,3.0,3.0,3.0,Serviced,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7649,95000000.0,5.0,6.0,6.0,Serviced,Penthouse flat,Ikoyi,sale,1,0,0,0,0,0,0,1,0
7650,13000000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7651,200000000.0,4.0,5.0,5.0,Serviced,Penthouse flat,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7652,130000000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7653,170000000.0,3.0,4.0,4.0,Serviced,Blocks of flats,Ikoyi,sale,0,1,0,0,0,1,0,0,0
7654,250000000.0,5.0,6.0,6.0,Serviced,Semi detached duplex,Ikoyi,sale,1,1,0,0,0,1,0,0,1
7657,90000000.0,2.0,0.0,0.0,Furnished,Flat / apartment,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7658,650000000.0,6.0,7.0,8.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7660,120000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7661,520000000.0,5.0,8.0,8.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,0
7663,150000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7668,230000000.0,4.0,5.0,4.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,1,0,0,0,0,0,1
7669,430000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7670,200000000.0,4.0,4.0,5.0,Serviced,Detached duplex,Ikoyi,sale,0,1,0,0,0,0,0,1,1
7671,750000000.0,5.0,6.0,6.0,Furnished,Detached duplex,Ikoyi,sale,0,0,0,1,0,1,0,0,1
7673,180000000.0,3.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7677,450000000.0,5.0,6.0,6.0,Furnished,Semi detached duplex,Ikoyi,sale,0,0,0,1,0,1,0,0,1
7678,750000000.0,8.0,8.0,9.0,Furnished,Detached duplex,Ikoyi,sale,1,1,0,1,1,0,0,1,1
7679,650000000.0,10.0,9.0,9.0,Serviced,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7680,130000000.0,3.0,3.0,4.0,Serviced,Terraced duplex,Ikoyi,sale,1,0,0,0,0,1,0,0,0
7681,180000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,1,0,0,0,0,0,0,0,1
7683,280000000.0,5.0,5.0,6.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7686,600000000.0,5.0,6.0,6.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,1,0,1,1
7687,255000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7688,275000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,1,0,0,0,0,0,1,1
7690,244500000.0,5.0,5.0,6.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7691,250000000.0,3.0,5.0,5.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,1,0,0,0
7697,350000000.0,5.0,5.0,6.0,Furnished,Semi detached duplex,Ikoyi,sale,0,1,1,1,0,0,0,0,1
7698,260000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7699,600000000.0,5.0,6.0,6.0,Furnished,Detached duplex,Ikoyi,sale,0,0,0,1,0,1,0,0,0
7700,500000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,1
7701,160000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7702,135000000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7704,650000000.0,6.0,0.0,0.0,Newly Built,Detached duplex,Ikoyi,sale,0,1,0,0,1,1,0,0,1
7706,280000000.0,4.0,5.0,6.0,Furnished,Semi detached duplex,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7707,70000000.0,2.0,2.0,2.0,Furnished,Mini flat,Ikoyi,sale,0,1,0,1,0,0,0,1,1
7708,130000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7709,145000000.0,4.0,0.0,0.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7714,330000000.0,5.0,6.0,6.0,Furnished,Semi detached duplex,Ikoyi,sale,0,0,0,1,0,1,0,0,1
7715,200000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Ikoyi,sale,0,1,0,1,0,0,0,0,1
7717,200000000.0,5.0,5.0,6.0,Newly Built,Terraced duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,0
7721,160000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,1,0,0,0,0,0,0,1,1
7723,750000000.0,8.0,9.0,9.0,Furnished,Massionette house,Ikoyi,sale,1,0,0,1,0,0,0,1,1
7724,280000000.0,3.0,4.0,4.0,Furnished,Terraced duplex,Ikoyi,sale,1,1,0,1,0,1,0,0,0
7725,800000000.0,5.0,6.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,1,0,1,1
7726,220000000.0,4.0,4.0,5.0,Serviced,Detached duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,0
7727,240000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7731,120000000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Ikoyi,sale,1,1,0,0,0,1,0,1,1
7734,195000000.0,3.0,2.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,1,0,1,0,0,0,0,1,1
7738,400000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7741,450000000.0,5.0,7.0,7.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,1,1,0,0,0,0,0,1
7743,270000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,1
7744,500000000.0,6.0,6.0,7.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,1,0,0,0,1,0,0,1
7745,400000000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7746,180000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,1,0,0,0,0,0,0,0,0
